User ID,Cycle Length,Cycle Day,Exercise Name,Exercise Intensity,Pain Level,Pred. Exercise,Pred. Intensity
7,23,19,Yoga,5,3,Yoga,6
7,23,20,Back & Shoulders,9,7,Back & Shoulders,10
7,23,21,Abs & Waist,10,9,Yoga,8
7,23,22,Back & Shoulders,1,0,Back & Shoulders,1
7,23,23,Running,3,2,Running,5
8,25,1,Running,1,1,Running,2
8,25,2,Legs & Glutes,2,4,Legs & Glutes,2
8,25,3,Abs & Waist,1,0,Abs & Waist,3
8,25,4,Abs & Waist,5,5,Abs & Waist,7
8,25,5,Yoga,9,8,Legs & Glutes,8
8,25,6,Arms,1,0,Arms,3
8,25,7,Yoga,9,8,Back & Shoulders,7
8,25,8,Sports,3,1,Sports,3
8,25,9,Back & Shoulders,10,10,Yoga,9
8,25,10,Legs & Glutes,6,8,Running,3
8,25,11,Sports,3,4,Sports,5
8,25,12,Sports,1,3,Sports,2
8,25,13,Legs & Glutes,3,4,Legs & Glutes,4
8,25,14,Back & Shoulders,2,4,Back & Shoulders,3
8,25,15,Legs & Glutes,1,2,Legs & Glutes,2
8,25,16,Running,6,4,Running,7
8,25,17,Walking,5,6,Walking,5
8,25,18,Arms,3,1,Arms,3
8,25,19,Abs & Waist,3,2,Abs & Waist,3
8,25,20,Back & Shoulders,7,7,Back & Shoulders,9
8,25,21,Legs & Glutes,10,10,Running,9
8,25,22,Back & Shoulders,4,6,Back & Shoulders,6
8,25,23,Walking,2,0,Walking,2
8,25,24,Sports,3,2,Sports,3
8,25,25,Sports,9,10,Arms,8
9,25,1,Abs & Waist,7,5,Abs & Waist,9
9,25,2,Back & Shoulders,2,3,Back & Shoulders,3
9,25,3,Back & Shoulders,8,6,Back & Shoulders,8
9,25,4,Arms,2,4,Arms,4
9,25,5,Yoga,9,10,Running,7
9,25,6,Walking,4,5,Walking,5
9,25,7,Abs & Waist,1,1,Abs & Waist,1
9,25,8,Running,10,10,Yoga,7
9,25,9,Back & Shoulders,2,2,Back & Shoulders,4
9,25,10,Back & Shoulders,1,3,Back & Shoulders,3
9,25,11,Walking,2,3,Walking,3
9,25,12,Sports,5,7,Sports,7
9,25,13,Back & Shoulders,3,2,Back & Shoulders,4
9,25,14,Sports,5,6,Sports,7
9,25,15,Walking,8,9,Legs & Glutes,5
9,25,16,Abs & Waist,1,1,Abs & Waist,3
9,25,17,Back & Shoulders,7,7,Back & Shoulders,7
9,25,18,Yoga,4,2,Yoga,4
9,25,19,Sports,10,9,Walking,9
9,25,20,Abs & Waist,7,5,Abs & Waist,8
9,25,21,Yoga,5,4,Yoga,7
9,25,22,Abs & Waist,4,5,Abs & Waist,6
9,25,23,Sports,10,10,Walking,7
9,25,24,Back & Shoulders,2,2,Back & Shoulders,3
9,25,25,Running,10,8,Walking,7
10,21,1,Walking,6,7,Walking,7
10,21,2,Legs & Glutes,1,0,Legs & Glutes,3
10,21,3,Sports,1,2,Sports,2
10,21,4,Abs & Waist,6,6,Abs & Waist,7
10,21,5,Arms,8,6,Arms,9
10,21,6,Yoga,5,3,Yoga,5
10,21,7,Sports,2,1,Sports,2
10,21,8,Abs & Waist,7,5,Abs & Waist,7
10,21,9,Walking,3,4,Walking,5
10,21,10,Arms,3,5,Arms,4
10,21,11,Walking,3,3,Walking,4
10,21,12,Walking,4,6,Walking,6
10,21,13,Arms,6,8,Abs & Waist,4
10,21,14,Arms,3,2,Arms,3
10,21,15,Legs & Glutes,10,8,Running,8
10,21,16,Back & Shoulders,1,1,Back & Shoulders,2
10,21,17,Legs & Glutes,5,7,Legs & Glutes,7
10,21,18,Arms,10,10,Legs & Glutes,9
10,21,19,Abs & Waist,1,2,Abs & Waist,3
10,21,20,Back & Shoulders,2,3,Back & Shoulders,2
10,21,21,Sports,4,6,Sports,5
11,33,1,Back & Shoulders,1,0,Back & Shoulders,2
11,33,2,Arms,9,10,Walking,8
11,33,3,Running,2,3,Running,4
11,33,4,Legs & Glutes,1,2,Legs & Glutes,3
11,33,5,Legs & Glutes,9,8,Arms,8
11,33,6,Running,4,3,Running,5
11,33,7,Abs & Waist,5,3,Abs & Waist,6
11,33,8,Walking,5,7,Walking,6
11,33,9,Arms,10,9,Legs & Glutes,9
11,33,10,Back & Shoulders,3,2,Back & Shoulders,4
11,33,11,Arms,3,5,Arms,3
11,33,12,Back & Shoulders,6,6,Back & Shoulders,7
11,33,13,Running,10,10,Abs & Waist,9
11,33,14,Abs & Waist,9,7,Abs & Waist,10
11,33,15,Running,8,6,Running,10
11,33,16,Running,1,3,Running,3
11,33,17,Abs & Waist,6,7,Abs & Waist,7
11,33,18,Legs & Glutes,10,10,Arms,7
11,33,19,Back & Shoulders,8,10,Abs & Waist,7
11,33,20,Back & Shoulders,2,3,Back & Shoulders,4
11,33,21,Yoga,4,5,Yoga,5
11,33,22,Sports,8,6,Sports,10
11,33,23,Legs & Glutes,2,3,Legs & Glutes,4
11,33,24,Back & Shoulders,1,3,Back & Shoulders,2
11,33,25,Back & Shoulders,9,8,Sports,7
11,33,26,Walking,10,10,Sports,7
11,33,27,Walking,7,9,Sports,6
11,33,28,Running,6,7,Running,6
11,33,29,Yoga,6,8,Back & Shoulders,4
11,33,30,Arms,1,0,Arms,2
11,33,31,Walking,5,7,Walking,6
11,33,32,Running,7,8,Arms,5
11,33,33,Legs & Glutes,9,10,Running,7
12,21,1,Sports,8,7,Sports,9
12,21,2,Yoga,2,1,Yoga,2
12,21,3,Walking,8,8,Arms,7
12,21,4,Back & Shoulders,1,3,Back & Shoulders,3
12,21,5,Sports,8,6,Sports,10
12,21,6,Arms,5,3,Arms,7
12,21,7,Running,10,10,Sports,8
12,21,8,Back & Shoulders,5,4,Back & Shoulders,6
12,21,9,Back & Shoulders,1,2,Back & Shoulders,3
12,21,10,Walking,2,4,Walking,4
12,21,11,Abs & Waist,1,2,Abs & Waist,1
12,21,12,Sports,10,10,Legs & Glutes,9
12,21,13,Arms,4,2,Arms,4
12,21,14,Arms,8,10,Back & Shoulders,7
12,21,15,Arms,8,10,Yoga,7
12,21,16,Arms,6,5,Arms,8
12,21,17,Walking,4,5,Walking,5
12,21,18,Running,6,7,Running,7
12,21,19,Abs & Waist,9,7,Abs & Waist,10
12,21,20,Sports,9,9,Walking,7
12,21,21,Walking,8,8,Sports,5
13,23,1,Yoga,1,0,Yoga,3
13,23,2,Sports,3,5,Sports,4
13,23,3,Running,5,5,Running,5
13,23,4,Legs & Glutes,5,6,Legs & Glutes,6
13,23,5,Legs & Glutes,2,0,Legs & Glutes,2
13,23,6,Yoga,8,7,Yoga,9
13,23,7,Abs & Waist,8,7,Abs & Waist,8
13,23,8,Running,10,10,Back & Shoulders,8
13,23,9,Running,4,6,Running,6
13,23,10,Walking,6,8,Back & Shoulders,4
13,23,11,Legs & Glutes,9,9,Arms,6
13,23,12,Walking,10,8,Legs & Glutes,7
13,23,13,Legs & Glutes,3,1,Legs & Glutes,4
13,23,14,Walking,9,7,Walking,10
13,23,15,Yoga,2,4,Yoga,4
13,23,16,Sports,6,5,Sports,7
13,23,17,Back & Shoulders,7,9,Abs & Waist,4
13,23,18,Running,2,4,Running,3
13,23,19,Yoga,8,9,Sports,6
13,23,20,Abs & Waist,10,10,Arms,7
13,23,21,Yoga,5,4,Yoga,5
13,23,22,Walking,1,0,Walking,3
13,23,23,Running,5,6,Running,6
14,31,1,Arms,7,8,Sports,6
14,31,2,Sports,1,0,Sports,3
14,31,3,Walking,6,4,Walking,7
14,31,4,Yoga,7,7,Yoga,9
14,31,5,Legs & Glutes,6,8,Arms,3
14,31,6,Arms,8,7,Arms,8
14,31,7,Legs & Glutes,4,5,Legs & Glutes,5
14,31,8,Walking,5,6,Walking,6
14,31,9,Running,6,7,Running,6
14,31,10,Running,8,7,Running,9
14,31,11,Abs & Waist,2,3,Abs & Waist,2
14,31,12,Yoga,1,0,Yoga,3
14,31,13,Yoga,10,10,Arms,8
14,31,14,Abs & Waist,9,9,Arms,8
14,31,15,Legs & Glutes,10,10,Yoga,7
14,31,16,Sports,2,0,Sports,2
14,31,17,Abs & Waist,10,10,Running,7
14,31,18,Abs & Waist,10,10,Sports,8
14,31,19,Arms,9,7,Arms,10
14,31,20,Arms,8,7,Arms,9
14,31,21,Back & Shoulders,4,5,Back & Shoulders,5
14,31,22,Abs & Waist,6,8,Arms,3
14,31,23,Running,7,8,Yoga,4
14,31,24,Yoga,2,1,Yoga,4
14,31,25,Abs & Waist,5,4,Abs & Waist,5
14,31,26,Abs & Waist,7,7,Abs & Waist,7
14,31,27,Arms,5,3,Arms,6
14,31,28,Abs & Waist,10,8,Yoga,8
14,31,29,Yoga,1,1,Yoga,1
14,31,30,Yoga,7,8,Walking,6
14,31,31,Sports,6,4,Sports,6
15,27,1,Yoga,1,1,Yoga,1
15,27,2,Back & Shoulders,2,0,Back & Shoulders,4
15,27,3,Abs & Waist,4,3,Abs & Waist,5
15,27,4,Yoga,9,10,Legs & Glutes,7
15,27,5,Abs & Waist,8,10,Running,7
15,27,6,Arms,6,4,Arms,8
15,27,7,Abs & Waist,10,8,Walking,9
15,27,8,Back & Shoulders,2,2,Back & Shoulders,4
15,27,9,Yoga,10,10,Back & Shoulders,7
15,27,10,Abs & Waist,8,8,Running,5
15,27,11,Running,5,5,Running,5
15,27,12,Yoga,8,8,Running,7
15,27,13,Yoga,3,3,Yoga,3
15,27,14,Yoga,10,10,Abs & Waist,9
15,27,15,Arms,5,4,Arms,5
15,27,16,Yoga,6,8,Back & Shoulders,3
15,27,17,Back & Shoulders,7,8,Abs & Waist,5
15,27,18,Abs & Waist,8,6,Abs & Waist,9
15,27,19,Legs & Glutes,7,5,Legs & Glutes,7
15,27,20,Legs & Glutes,3,2,Legs & Glutes,3
15,27,21,Yoga,3,3,Yoga,3
15,27,22,Arms,5,5,Arms,5
15,27,23,Back & Shoulders,3,2,Back & Shoulders,5
15,27,24,Abs & Waist,9,8,Legs & Glutes,6
15,27,25,Arms,10,10,Abs & Waist,8
15,27,26,Legs & Glutes,8,9,Walking,7
15,27,27,Back & Shoulders,4,3,Back & Shoulders,6
16,29,1,Yoga,3,4,Yoga,4
16,29,2,Sports,3,1,Sports,3
16,29,3,Legs & Glutes,10,10,Arms,7
16,29,4,Sports,4,5,Sports,5
16,29,5,Back & Shoulders,5,5,Back & Shoulders,5
16,29,6,Walking,10,8,Legs & Glutes,9
16,29,7,Walking,1,0,Walking,3
16,29,8,Back & Shoulders,3,1,Back & Shoulders,5
16,29,9,Sports,6,7,Sports,7
16,29,10,Back & Shoulders,9,9,Legs & Glutes,8
16,29,11,Arms,8,7,Arms,10
16,29,12,Arms,9,7,Arms,10
16,29,13,Arms,1,3,Arms,2
16,29,14,Walking,5,4,Walking,5
16,29,15,Sports,5,3,Sports,5
16,29,16,Sports,9,7,Sports,10
16,29,17,Sports,1,1,Sports,2
16,29,18,Legs & Glutes,7,7,Legs & Glutes,9
16,29,19,Yoga,2,1,Yoga,4
16,29,20,Yoga,6,7,Yoga,7
16,29,21,Abs & Waist,2,3,Abs & Waist,3
16,29,22,Walking,7,5,Walking,7
16,29,23,Back & Shoulders,8,7,Back & Shoulders,8
16,29,24,Back & Shoulders,4,3,Back & Shoulders,4
16,29,25,Yoga,2,0,Yoga,2
16,29,26,Legs & Glutes,7,5,Legs & Glutes,9
16,29,27,Legs & Glutes,7,7,Legs & Glutes,9
16,29,28,Running,3,2,Running,5
16,29,29,Back & Shoulders,2,3,Back & Shoulders,3
17,22,1,Legs & Glutes,1,0,Legs & Glutes,3
17,22,2,Legs & Glutes,6,4,Legs & Glutes,6
17,22,3,Running,8,7,Running,9
17,22,4,Legs & Glutes,9,10,Abs & Waist,8
17,22,5,Back & Shoulders,8,8,Running,6
17,22,6,Back & Shoulders,8,7,Back & Shoulders,8
17,22,7,Abs & Waist,8,6,Abs & Waist,9
17,22,8,Abs & Waist,6,7,Abs & Waist,7
17,22,9,Legs & Glutes,2,1,Legs & Glutes,3
17,22,10,Sports,9,7,Sports,10
17,22,11,Legs & Glutes,4,2,Legs & Glutes,4
17,22,12,Walking,3,3,Walking,4
17,22,13,Sports,9,8,Walking,8
17,22,14,Walking,8,10,Arms,6
17,22,15,Legs & Glutes,3,5,Legs & Glutes,3
17,22,16,Legs & Glutes,5,3,Legs & Glutes,5
17,22,17,Walking,8,8,Running,6
17,22,18,Legs & Glutes,4,6,Legs & Glutes,6
17,22,19,Legs & Glutes,8,9,Back & Shoulders,7
17,22,20,Abs & Waist,2,2,Abs & Waist,4
17,22,21,Legs & Glutes,9,8,Back & Shoulders,7
17,22,22,Running,9,9,Yoga,8
18,25,1,Running,10,10,Arms,9
18,25,2,Sports,7,6,Sports,8
18,25,3,Abs & Waist,2,3,Abs & Waist,2
18,25,4,Running,1,0,Running,3
18,25,5,Sports,4,5,Sports,6
18,25,6,Back & Shoulders,10,10,Legs & Glutes,8
18,25,7,Sports,4,3,Sports,4
18,25,8,Sports,2,2,Sports,4
18,25,9,Legs & Glutes,3,1,Legs & Glutes,5
18,25,10,Legs & Glutes,7,8,Walking,4
18,25,11,Walking,10,10,Arms,7
18,25,12,Running,1,3,Running,1
18,25,13,Arms,3,5,Arms,5
18,25,14,Sports,7,9,Legs & Glutes,5
18,25,15,Yoga,9,10,Sports,6
18,25,16,Arms,6,7,Arms,7
18,25,17,Legs & Glutes,3,4,Legs & Glutes,5
18,25,18,Running,3,2,Running,4
18,25,19,Back & Shoulders,6,6,Back & Shoulders,6
18,25,20,Back & Shoulders,4,3,Back & Shoulders,5
18,25,21,Arms,1,0,Arms,2
18,25,22,Legs & Glutes,5,7,Legs & Glutes,6
18,25,23,Back & Shoulders,5,5,Back & Shoulders,5
18,25,24,Walking,8,6,Walking,8
18,25,25,Walking,2,1,Walking,3
19,27,1,Sports,5,4,Sports,7
19,27,2,Arms,5,4,Arms,5
19,27,3,Walking,8,6,Walking,10
19,27,4,Running,10,10,Abs & Waist,8
19,27,5,Sports,10,10,Arms,9
19,27,6,Running,1,0,Running,1
19,27,7,Abs & Waist,6,4,Abs & Waist,6
19,27,8,Abs & Waist,5,3,Abs & Waist,5
19,27,9,Abs & Waist,4,2,Abs & Waist,4
19,27,10,Abs & Waist,4,3,Abs & Waist,6
19,27,11,Walking,9,8,Back & Shoulders,8
19,27,12,Sports,1,2,Sports,3
19,27,13,Yoga,9,10,Abs & Waist,7
19,27,14,Abs & Waist,6,7,Abs & Waist,8
19,27,15,Running,4,6,Running,4
19,27,16,Running,3,3,Running,4
19,27,17,Sports,9,7,Sports,10
19,27,18,Walking,4,3,Walking,6
19,27,19,Walking,5,4,Walking,6
19,27,20,Arms,9,9,Abs & Waist,7
19,27,21,Legs & Glutes,8,10,Arms,7
19,27,22,Running,2,3,Running,4
19,27,23,Arms,3,5,Arms,4
19,27,24,Arms,7,5,Arms,9
19,27,25,Running,8,9,Abs & Waist,6
19,27,26,Sports,7,5,Sports,7
19,27,27,Sports,1,0,Sports,1
20,30,1,Running,7,9,Back & Shoulders,4
20,30,2,Abs & Waist,4,3,Abs & Waist,6
20,30,3,Sports,7,8,Running,6
20,30,4,Back & Shoulders,6,6,Back & Shoulders,7
20,30,5,Legs & Glutes,5,6,Legs & Glutes,6
20,30,6,Back & Shoulders,3,3,Back & Shoulders,4
20,30,7,Yoga,1,2,Yoga,3
20,30,8,Sports,10,9,Arms,9
20,30,9,Sports,3,1,Sports,5
20,30,10,Back & Shoulders,1,1,Back & Shoulders,3
20,30,11,Walking,4,2,Walking,6
20,30,12,Back & Shoulders,1,0,Back & Shoulders,3
20,30,13,Back & Shoulders,7,8,Arms,4
20,30,14,Sports,7,7,Sports,8
20,30,15,Back & Shoulders,8,9,Sports,7
20,30,16,Arms,1,0,Arms,1
20,30,17,Sports,7,5,Sports,8
20,30,18,Sports,5,6,Sports,6
20,30,19,Abs & Waist,8,10,Arms,6
20,30,20,Arms,6,7,Arms,8
20,30,21,Running,10,10,Back & Shoulders,9
20,30,22,Walking,7,8,Abs & Waist,6
20,30,23,Back & Shoulders,1,3,Back & Shoulders,3
20,30,24,Walking,4,5,Walking,6
20,30,25,Abs & Waist,2,2,Abs & Waist,2
20,30,26,Legs & Glutes,2,3,Legs & Glutes,2
20,30,27,Yoga,2,2,Yoga,3
20,30,28,Yoga,4,3,Yoga,4
20,30,29,Walking,2,4,Walking,3
20,30,30,Sports,9,10,Walking,8
21,35,1,Sports,6,6,Sports,6
21,35,2,Walking,6,5,Walking,8
21,35,3,Legs & Glutes,3,3,Legs & Glutes,4
21,35,4,Abs & Waist,9,10,Yoga,6
21,35,5,Arms,4,5,Arms,4
21,35,6,Legs & Glutes,10,9,Abs & Waist,9
21,35,7,Yoga,2,1,Yoga,2
21,35,8,Yoga,4,2,Yoga,5
21,35,9,Sports,3,1,Sports,3
21,35,10,Abs & Waist,5,6,Abs & Waist,6
21,35,11,Legs & Glutes,1,3,Legs & Glutes,2
21,35,12,Running,5,7,Running,6
21,35,13,Abs & Waist,5,3,Abs & Waist,6
21,35,14,Back & Shoulders,10,10,Yoga,7
21,35,15,Sports,1,3,Sports,2
21,35,16,Abs & Waist,4,6,Abs & Waist,4
21,35,17,Sports,1,3,Sports,2
21,35,18,Yoga,4,4,Yoga,5
21,35,19,Back & Shoulders,4,3,Back & Shoulders,6
21,35,20,Yoga,1,1,Yoga,3
21,35,21,Back & Shoulders,7,5,Back & Shoulders,8
21,35,22,Walking,5,4,Walking,7
21,35,23,Yoga,3,4,Yoga,4
21,35,24,Running,3,2,Running,3
21,35,25,Running,2,1,Running,2
21,35,26,Yoga,5,7,Yoga,6
21,35,27,Arms,10,10,Abs & Waist,7
21,35,28,Running,6,6,Running,6
21,35,29,Running,9,8,Back & Shoulders,6
21,35,30,Running,2,2,Running,2
21,35,31,Running,5,5,Running,7
21,35,32,Running,10,10,Sports,9
21,35,33,Running,5,5,Running,5
21,35,34,Yoga,1,3,Yoga,2
21,35,35,Running,10,10,Abs & Waist,7
22,24,1,Abs & Waist,3,2,Abs & Waist,3
22,24,2,Arms,8,7,Arms,9
22,24,3,Walking,3,5,Walking,4
22,24,4,Back & Shoulders,4,3,Back & Shoulders,4
22,24,5,Legs & Glutes,8,7,Legs & Glutes,10
22,24,6,Back & Shoulders,7,6,Back & Shoulders,7
22,24,7,Abs & Waist,10,10,Arms,7
22,24,8,Walking,5,5,Walking,6
22,24,9,Yoga,2,2,Yoga,3
22,24,10,Running,6,5,Running,6
22,24,11,Walking,3,4,Walking,5
22,24,12,Sports,10,10,Back & Shoulders,8
22,24,13,Walking,1,0,Walking,2
22,24,14,Back & Shoulders,7,5,Back & Shoulders,9
22,24,15,Walking,8,8,Arms,7
22,24,16,Legs & Glutes,6,6,Legs & Glutes,6
22,24,17,Walking,8,7,Walking,10
22,24,18,Walking,1,0,Walking,2
22,24,19,Walking,8,10,Legs & Glutes,7
22,24,20,Running,8,6,Running,10
22,24,21,Walking,8,9,Running,5
22,24,22,Sports,2,1,Sports,2
22,24,23,Sports,2,2,Sports,4
22,24,24,Running,8,7,Running,9
23,33,1,Running,2,0,Running,4
23,33,2,Running,1,3,Running,1
23,33,3,Legs & Glutes,9,7,Legs & Glutes,10
23,33,4,Legs & Glutes,3,1,Legs & Glutes,3
23,33,5,Back & Shoulders,9,10,Legs & Glutes,8
23,33,6,Back & Shoulders,8,9,Legs & Glutes,5
23,33,7,Yoga,10,10,Sports,9
23,33,8,Sports,10,8,Legs & Glutes,7
23,33,9,Yoga,8,9,Sports,7
23,33,10,Sports,5,7,Sports,7
23,33,11,Back & Shoulders,3,2,Back & Shoulders,3
